product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
SolvBTC LSTs,Sumer.money,0.0343,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.6373,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.6814,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,10.8892,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,1.5012,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,491.5226,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,BOB,btc_total,
SolvBTC LSTs,Avalon Finance,31.4438,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,BOB,btc_borrowed,
SolvBTC LSTs,Avalon Finance,2.8391,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.4851,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,436.1653,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,584.1516,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.0312,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Corn,btc_total,
SolvBTC LSTs,Avalon Finance,41.4627,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,0.0147,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,171.4403,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,30.3386,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Sei,btc_total,
SolvBTC LSTs,Avalon Finance,81.4002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Sonic,btc_total,
SolvBTC LSTs,Avalon Finance,32.5225,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Kinza Finance,35.2051,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Lista CDP,0.1396,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,cdp,lista-cdp,Binance,btc_total,
SolvBTC LSTs,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,morpho-blue,Ethereum,btc_borrowed,
SolvBTC LSTs,River Omni-CDP,1.3641,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,cdp,river-omni-cdp,BOB,btc_total,
SolvBTC LSTs,Silo V2,0.1117,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,silo-v2,Sonic,btc_total,
SolvBTC LSTs,Sumer.money,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,Binance,btc_total,
SolvBTC LSTs,Sumer.money,0.0109,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,CORE,btc_total,
SolvBTC LSTs,Sumer.money,0.0003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,CORE,btc_borrowed,
SolvBTC LSTs,Sumer.money,0.03,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,1.0663,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,1.1764,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,7.4742,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,0.6311,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1163.3514,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,BOB,btc_total,
SolvBTC LSTs,Avalon Finance,16.9395,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,BOB,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1.509,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.2333,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,102.4167,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,266.8266,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.1116,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Corn,btc_total,
SolvBTC LSTs,Avalon Finance,1.347,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,79.8891,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,4.8706,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Sei,btc_total,
SolvBTC LSTs,Avalon Finance,178.3561,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Sonic,btc_total,
SolvBTC LSTs,Avalon Finance,9.2018,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Sonic,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Beraborrow,973.3816,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,cdp,beraborrow,Berachain,btc_total,
SolvBTC LSTs,Dolomite,395.8677,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,dolomite,Berachain,btc_total,
SolvBTC LSTs,Euler V2,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,euler-v2,BOB,btc_total,
SolvBTC LSTs,Kinza Finance,9.8358,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Lista CDP,0.1546,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,cdp,lista-cdp,Binance,btc_total,
SolvBTC LSTs,Morpho Blue,10.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,morpho-blue,Ethereum,btc_total,
SolvBTC LSTs,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,morpho-blue,Ethereum,btc_borrowed,
SolvBTC LSTs,River Omni-CDP,0.6314,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,cdp,river-omni-cdp,BOB,btc_total,
SolvBTC LSTs,Silo V2,2.9888,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,silo-v2,Sonic,btc_total,
SolvBTC LSTs,Silo V2,1.2894,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,silo-v2,Sonic,btc_borrowed,
SolvBTC LSTs,Sumer.money,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,Binance,btc_total,
SolvBTC LSTs,Sumer.money,0.0219,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,CORE,btc_total,
SolvBTC LSTs,Sumer.money,0.0003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,CORE,btc_borrowed,
SolvBTC LSTs,Sumer.money,0.03,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.8765,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.9667,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,6.361,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,0.4845,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1165.5619,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,BOB,btc_total,
SolvBTC LSTs,Avalon Finance,219.8571,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,BOB,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1.0382,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.1676,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,81.8973,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,23.1477,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.0036,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Corn,btc_total,
SolvBTC LSTs,Avalon Finance,1.0619,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,64.1063,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,2.7326,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,200.4914,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Sei,btc_total,
SolvBTC LSTs,Avalon Finance,66.8559,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Sonic,btc_total,
SolvBTC LSTs,Avalon Finance,8.8503,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Sonic,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.1567,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Beraborrow,973.3816,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,cdp,beraborrow,Berachain,btc_total,
SolvBTC LSTs,Dolomite,387.6809,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,dolomite,Berachain,btc_total,
SolvBTC LSTs,Euler V2,0.0005,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,euler-v2,BOB,btc_total,
SolvBTC LSTs,Kinza Finance,3.9322,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Lista CDP,3.1565,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,cdp,lista-cdp,Binance,btc_total,
SolvBTC LSTs,Morpho Blue,65.6698,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,morpho-blue,Ethereum,btc_total,
SolvBTC LSTs,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,morpho-blue,Ethereum,btc_borrowed,
SolvBTC LSTs,River Omni-CDP,0.4052,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,cdp,river-omni-cdp,BOB,btc_total,
SolvBTC LSTs,Silo V2,50.2013,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,silo-v2,Sonic,btc_total,
